fire_data2,Serial,FireCategory,FireYear,Area,DistrictName,UnitName,FullFireNumber,FireName,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,CauseBy,GeneralCause,SpecificCause,Cause_Comments,Lat_DD,Long_DD,LatLongDD,FO_LandOwnType,Twn,Rng,Sec,Subdiv,LandmarkLocation,County,RegUseZone,RegUseRestriction,Industrial_Restriction,Ign_DateTime,ReportDateTime,Discover_DateTime,Control_DateTime,CreationDate,ModifiedDate,DistrictCode,UnitCode,DistFireNumber
22733,130596,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712183-23,Glendon,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,caused by catalytic converter,42.18593,-123.64572,POINT (-123.64572 42.18593),Other Private,39S,8W,9.0,SESE,1.59 miles North of Cave Junct,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,08/01/2022 03:36:00 PM,08/01/2022 03:38:00 PM,08/01/2022 03:37:00 PM,08/04/2022 10:53:00 AM,08/01/2022 12:00:00 AM,08/06/2022 04:59:00 PM,71,712,183
22734,129397,STAT,2022,SOA,Douglas - DFPA,DFPA North,22-731507-22,Hwy 38,A,0.1,0.1,Human,Public Utility,Equipment Use,"Powerlines - Power pole malfunction (transformer, fuse, etc.",blown transformer,43.65167,-123.60778,POINT (-123.60778 43.65167),Other Private,22S,8W,13.0,SWSW,Elkton,Douglas,DG1,Outside Closed Fire Season,Outside Closed Fire Season,06/27/2022 04:46:00 PM,06/27/2022 04:52:00 PM,06/27/2022 04:50:00 PM,06/27/2022 07:20:00 PM,11/15/2022 12:00:00 AM,12/12/2022 11:10:00 AM,73,731,507
22735,131375,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712394-23,Rattlesnake Ridge,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,Lightning Gulch Complex,42.7068,-123.44247,POINT (-123.44247 42.7068),BLM,33S,6W,17.0,SWNW,2.25 miles Southwest of Glenda,Josephine,SW4,Reg Use Closure,Lvl 2 Limited Shutdown,08/17/2022 05:00:00 PM,08/17/2022 05:00:00 PM,08/17/2022 05:00:00 PM,08/21/2022 11:38:00 AM,08/22/2022 12:00:00 AM,09/05/2022 04:28:00 PM,71,712,394
22736,133509,STAT,2022,SOA,Coos - CFPA,Bridge,22-722106-23,Hwy 242 MM 17,A,0.03,0.03,Human,Transient,Miscellaneous,Other - Miscellaneous Related,,42.89972,-124.0875,POINT (-124.0875 42.89972),State,31S,12W,11.0,SENE,,Coos,CS2,Reg Use Closure,Lvl 1 Fire Season Only,10/04/2022 04:30:00 AM,10/04/2022 05:00:00 AM,10/04/2022 04:55:00 AM,10/04/2022 08:40:00 AM,10/05/2022 12:00:00 AM,11/09/2022 04:45:00 PM,72,722,106
22737,128727,STAT,2022,EOA,Klamath-Lake,Klamath,22-981107-22,Spring 136,A,0.1,0.1,Human,Ruralist-Paying,Debris Burning,Other - Burning Related,Owner stated previouly burned pile was not out,42.66,-121.88306,POINT (-121.88306 42.66),Rural Residential,34S,7E,4.0,NENE,"Hwy 97, MP 243",Klamath,KF1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,02/08/2022 08:00:00 AM,06/08/2022 04:44:00 PM,06/08/2022 04:44:00 PM,06/08/2022 07:11:00 PM,06/09/2022 12:00:00 AM,08/02/2022 06:28:00 AM,98,981,107
22738,131627,STAT,2022,SOA,Western Lane,Veneta,22-781046-23,Panther Wolf,B,0.47,0.47,Human,Transient,Debris Burning,Other - Burning Related,Transient burning debris as a campfire,43.91217,-123.33017,POINT (-123.33017 43.91217),BLM,19S,5W,18.0,SESE,9.48 miles S of Veneta,Lane,WT1,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,08/27/2022 05:34:00 PM,08/27/2022 05:34:00 PM,08/27/2022 05:34:00 PM,08/27/2022 09:06:00 PM,08/27/2022 12:00:00 AM,09/03/2022 11:32:00 AM,78,781,046
22739,133820,STAT,2022,NOA,West Oregon,Dallas,22-552041-23,Summer Camp Fire,B,0.45,0.45,Human,Timber Harvest Worker,Equipment Use,Industrial- Rotary Saw - Sparks or Friction,John Deere Hot saw Model 959M,44.94462,-123.59161,POINT (-123.59161 44.94462),Industrial,7S,7W,30.0,SESE,Black Rock area,Polk,WO3,Reg Use Closure,Lvl 1 Fire Season Only,10/18/2022 04:00:00 PM,10/18/2022 05:44:00 PM,10/18/2022 04:05:00 PM,10/18/2022 11:00:00 PM,10/18/2022 12:00:00 AM,10/19/2022 05:00:00 PM,55,552,041
22740,128863,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712895-22,3rd Street,B,1.0,1.0,Human,Ruralist-Paying,Miscellaneous,Burning Building,STRUCTURE FIRE SPREAD TO WILDLAND,42.43983,-123.15767,POINT (-123.15767 42.43983),Other Private,36S,4W,15.0,NWSE,431 Nugget Drive,Josephine,SW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/28/2022 04:00:00 PM,06/28/2022 04:02:00 PM,06/28/2022 04:01:00 PM,07/01/2022 02:00:00 PM,06/28/2022 12:00:00 AM,07/09/2022 06:54:00 PM,71,712,895
22741,130988,STAT,2022,EOA,Central Oregon,The Dalles,22-954031-23,Willow Flat 0777,A,0.1,0.0,Human,Rancher-Farmer,Debris Burning,Inadequate Mop Up,Hold over from before Fire Season,45.59083,-121.52167,POINT (-121.52167 45.59083),Agriculture,1N,10E,12.0,NENW,8 Miles South of Hood River,Hood River,MH1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/10/2022 02:00:00 PM,08/10/2022 05:09:00 PM,08/10/2022 05:00:00 PM,08/10/2022 06:00:00 PM,08/10/2022 12:00:00 AM,08/11/2022 01:59:00 PM,95,954,031
22742,131453,STAT,2022,EOA,Northeast Oregon,Pendleton,22-973017-23,Buckhorn,A,0.25,0.25,Lightning,Lightning,Lightning,Lightning,LIGHTNING STRUCK TREE,45.07,-119.01,POINT (-119.01 45.07),Small Woodlands,6S,31E,5.0,SWSE,Buckhorn Ranch,Umatilla,NE4,Reg Use Closure,Does Not Apply - Eastern OR,08/22/2022 02:10:00 AM,08/22/2022 11:38:00 AM,08/22/2022 11:38:00 AM,08/22/2022 06:39:00 PM,08/22/2022 12:00:00 AM,09/25/2022 04:34:00 PM,97,973,017
22743,128271,STAT,2021,EOA,Klamath-Lake,Klamath,21-981083-22,Beaver Marsh 474,B,0.75,0.75,Human,Ruralist-Paying,Miscellaneous,Other - Miscellaneous Related,"Wood Stove spread to resident, resident burned down",43.13472,-121.80444,POINT (-121.80444 43.13472),Rural Residential,28S,8E,20.0,NWNW,Beaver Marsh Airport,Klamath,KF1,Outside Closed Fire Season,Does Not Apply - Eastern OR,10/04/2021 04:48:00 PM,10/04/2021 04:48:00 PM,10/04/2021 04:48:00 PM,10/04/2021 05:30:00 PM,10/05/2021 12:00:00 AM,01/03/2022 10:37:00 AM,98,981,083
22744,133906,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712707-23,Low Divide,A,0.01,0.01,Human,Recreationist,Equipment Use,Burning Vehicle or Equipment,Car and trailer full of butane bottles that caught fire.,42.18028,-123.35287,POINT (-123.35287 42.18028),BLM,39S,6W,13.0,SWNE,15.21 miles East of Cave Junct,Josephine,SW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,10/25/2022 06:00:00 AM,10/25/2022 03:05:00 PM,10/25/2022 07:00:00 AM,10/28/2022 04:00:00 PM,10/26/2022 12:00:00 AM,10/26/2022 02:37:00 PM,71,712,707
22745,131018,STAT,2022,EOA,Klamath-Lake,Klamath,22-981057-23,Short Lake 301,B,8.15,8.15,Lightning,Lightning,Lightning,Lightning,LIGHTNING STRUCK JUNIPER,42.22667,-121.42667,POINT (-121.42667 42.22667),Other Private,38S,11E,33.0,SWSW,Short Lake Mountain,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,08/08/2022 11:52:00 AM,08/10/2022 02:59:00 PM,08/10/2022 02:50:00 PM,08/13/2022 08:00:00 PM,08/11/2022 12:00:00 AM,08/23/2022 07:21:00 AM,98,981,057
22746,131434,STAT,2022,EOA,Walker Range - WRFPA,Crescent,22-991200-23,MB,A,,0.01,Lightning,,Lightning,,,43.05079,-121.39592,POINT (-121.39592 43.05079),Industrial,24S,11E,16.0,NENE,Moffitt Butte,Klamath,WC2,,,,07/02/2022 06:09:00 PM,,,08/22/2022 12:00:00 AM,08/22/2022 03:44:00 PM,99,991,200
22747,128639,STAT,2022,SOA,Coos - CFPA,Gold Beach,22-723186-22,Two Mile Lane,A,0.18,0.18,Human,Ruralist-Non-Paying,Debris Burning,Inadequate clearing,,43.0575,-124.40389,POINT (-124.40389 43.0575),Rural Residential,29S,14W,18.0,SWSE,2 SE Bandon,Coos,CS1,Outside Closed Fire Season,Outside Closed Fire Season,06/01/2022 12:30:00 PM,06/01/2022 12:43:00 PM,06/01/2022 12:40:00 PM,06/01/2022 02:05:00 PM,06/02/2022 12:00:00 AM,07/19/2022 10:35:00 AM,72,723,186
22748,133698,STAT,2022,EOA,Central Oregon,Sisters,22-955101-23,Juniper 984,A,0.04,0.04,Human,Timber Harvest Worker,Equipment Use,Industrial- Rotary Saw - Sparks or Friction,Feller Buncher with hot saw hitting rock.,44.11028,-121.41694,POINT (-121.41694 44.11028),Industrial,17S,11E,9.0,SESW,E. of 4606 Rd,Deschutes,WC2,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,10/10/2022 03:00:00 PM,10/10/2022 03:08:00 PM,10/10/2022 03:00:00 PM,10/10/2022 05:45:00 PM,10/10/2022 12:00:00 AM,10/21/2022 01:02:00 PM,95,955,101
22749,129433,STAT,2022,SOA,Southwest Oregon,Medford,22-711094-23,Hwy 62 12121,A,0.25,0.25,Human,Ruralist-Paying,Debris Burning,Burning During Poor Condition,ignition fron handheld propane torch found in area of origin,42.48596,-122.81429,POINT (-122.81429 42.48596),Rural Residential,35S,1W,34.0,SWNW,1.09 miles Northwest of Eagle,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,07/25/2022 01:10:00 PM,07/25/2022 01:40:00 PM,07/25/2022 01:40:00 PM,07/28/2022 07:00:00 PM,07/25/2022 12:00:00 AM,08/09/2022 09:58:00 AM,71,711,094
22750,123298,STAT,2021,EOA,Central Oregon,The Dalles,21-954047-21,Fir Mountain 0118,B,5.8,5.8,Human,Recreationist,Recreation,Campfire Not Extinguished,Escaped campfire created dirty burn through clearcut,45.56944,-121.47278,POINT (-121.47278 45.56944),Industrial,1N,11E,17.0,NESW,8.5 Miles SW of Mosier,Hood River,MH1,Outside Closed Fire Season,Outside Closed Fire Season,04/04/2021 08:00:00 PM,04/05/2021 02:22:00 PM,04/05/2021 02:00:00 PM,04/05/2021 06:00:00 PM,04/05/2021 12:00:00 AM,04/05/2021 05:08:00 PM,95,954,047
22751,131054,STAT,2022,EOA,Klamath-Lake,Klamath,22-981115-22,Car 150,A,0.1,0.1,Human,Motorist,Equipment Use,Burning Vehicle or Equipment,motor vehicle fire,42.14,-121.97417,POINT (-121.97417 42.14),Industrial,39S,7E,34.0,NENE,MP 47 Hwy 66,Klamath,KF1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,06/27/2022 11:00:00 AM,06/27/2022 11:18:00 AM,06/27/2022 11:00:00 AM,06/27/2022 11:30:00 AM,08/12/2022 12:00:00 AM,08/15/2022 06:29:00 AM,98,981,115
22752,124334,STAT,2021,EOA,Klamath-Lake,Klamath,21-981158-21,Slip 270,B,1.3,1.3,Lightning,Lightning,Lightning,Lightning,Lightning Strike,42.06278,-122.00806,POINT (-122.00806 42.06278),Industrial,40S,7E,28.0,SWNW,Chicken Hills,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,06/24/2021 05:26:00 PM,06/24/2021 05:26:00 PM,06/24/2021 05:26:00 PM,07/02/2021 02:22:00 PM,06/26/2021 12:00:00 AM,07/23/2021 05:14:00 PM,98,981,158
22753,131935,STAT,2022,EOA,Northeast Oregon,Baker,22-972016-23,Pedro,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,,44.47611,-117.53778,POINT (-117.53778 44.47611),Other Private,13S,42E,24.0,SWSW,California Mountain,Baker,NE3,Reg Use Closure,Does Not Apply - Eastern OR,09/07/2022 08:00:00 PM,09/07/2022 08:43:00 PM,09/07/2022 08:43:00 PM,09/08/2022 02:00:00 PM,09/08/2022 12:00:00 AM,09/21/2022 10:28:00 AM,97,972,016
22754,129077,STAT,2022,SOA,Southwest Oregon,Medford,22-711035-23,Yankee Creek 963,B,0.5,0.5,Human,Rancher-Farmer,Equipment Use,"Cutting, Welding, or Grinding",Welding near dry grass,42.42458,-122.73822,POINT (-122.73822 42.42458),Small Woodlands,36S,1E,19.0,NESE,4.68 miles Southeast of Eagle,Jackson,SW1,Reg Use Closure,Lvl 1 Fire Season Only,07/07/2022 03:07:00 PM,07/07/2022 03:08:00 PM,07/07/2022 03:07:00 PM,07/07/2022 05:17:00 PM,07/07/2022 12:00:00 AM,07/22/2022 04:53:00 PM,71,711,035
22755,123465,STAT,2021,EOA,Central Oregon,Sisters,21-955090-21,Deer 0111,A,0.1,0.1,Human,Other-Landowner Related,Debris Burning,Inadequate Mop Up,escaped burn pile,43.63556,-121.59972,POINT (-121.59972 43.63556),Rural Residential,22S,10E,20.0,NWSE,,Deschutes,WC2,Outside Closed Fire Season,Outside Closed Fire Season,04/20/2021 12:56:00 PM,04/20/2021 12:56:00 PM,04/20/2021 12:56:00 PM,04/20/2021 02:54:00 PM,04/20/2021 12:00:00 AM,04/27/2021 02:43:00 PM,95,955,090
22756,132439,STAT,2022,NOA,North Cascade,Molalla,22-581054-23,BBQ Shack Fire,A,0.1,0.1,Human,Other-Landowner Related,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Malfunctioning gas BBQ,45.50692,-122.24792,POINT (-122.24792 45.50692),Rural Residential,1S,5E,6.0,SWSW,7 mi E of Troutdale,Multnomah,CM1,Reg Use Closure,Lvl 2 Limited Shutdown,09/27/2022 01:10:00 PM,09/27/2022 01:10:00 PM,09/27/2022 01:10:00 PM,09/27/2022 02:47:00 PM,09/29/2022 12:00:00 AM,10/09/2022 12:11:00 PM,58,581,054
22757,123394,STAT,2021,EOA,Klamath-Lake,Klamath,21-981108-21,Pumphouse 127,B,0.27,0.27,Human,Other-Public,Arson,Other - Arson Related,"Human caused, evidence not found, possibly related pond fire",42.3425,-121.39972,POINT (-121.39972 42.3425),Other Public,37S,11E,22.0,SWSE,Hwy 140E & Kingfisher Drive,Klamath,KF1,Outside Closed Fire Season,Does Not Apply - Eastern OR,04/14/2021 01:00:00 PM,04/14/2021 01:10:00 PM,04/14/2021 01:10:00 PM,04/14/2021 06:00:00 PM,04/15/2021 12:00:00 AM,05/26/2021 03:17:00 PM,98,981,108
22758,132069,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712513-23,Wards Creek 1225,A,0.01,0.01,Human,Other-Landowner Related,Miscellaneous,Other - Miscellaneous Related,The most logical cause of the fire is a holdover from mowing,42.43928,-123.14286,POINT (-123.14286 42.43928),Rural Residential,36S,4W,14.0,NESW,1.51 miles East of Rogue River,Jackson,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,09/08/2022 09:40:00 AM,09/08/2022 09:40:00 AM,09/08/2022 09:40:00 AM,09/11/2022 10:14:00 AM,09/11/2022 12:00:00 AM,09/11/2022 06:23:00 PM,71,712,513
22759,126841,STAT,2021,EOA,Klamath-Lake,Klamath,21-981043-22,Yainax 391,C,87.0,87.0,Human,Motorist,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Equipment Trailer fire,42.32778,-121.34972,POINT (-121.34972 42.32778),Other Private,37S,12E,30.0,SWSW,Hummingbird Dr. & Kingfisher L,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,08/05/2021 01:01:00 PM,08/05/2021 01:06:00 PM,08/05/2021 01:01:00 PM,10/15/2021 03:00:00 PM,08/06/2021 12:00:00 AM,10/14/2021 07:57:00 AM,98,981,043
22760,131223,STAT,2022,SOA,Western Lane,Veneta,22-781033-23,Florence AP,B,1.2,1.2,Human,Other-Landowner Related,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Crack sealing the runway at the airport with a torch,43.98417,-124.11139,POINT (-124.11139 43.98417),Municipal,18S,12W,27.0,NWNE,Florence Municipal Airport,Lane,SL2,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,08/16/2022 02:17:00 PM,08/16/2022 02:17:00 PM,08/16/2022 02:17:00 PM,08/16/2022 05:00:00 PM,08/16/2022 12:00:00 AM,08/21/2022 05:36:00 PM,78,781,033
22761,133824,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712670-23,Tunnel Loop 5872,A,0.1,0.1,Human,Ruralist-Paying,Debris Burning,Burn Barrel,Escaped burn barrel,42.58233,-123.42363,POINT (-123.42363 42.58233),Other Private,34S,6W,28.0,SWSW,10.62 miles South of Glendale,Josephine,SW3,Reg Use Closure,Lvl 1 Fire Season Only,10/18/2022 06:15:00 PM,10/18/2022 06:21:00 PM,10/18/2022 06:20:00 PM,10/21/2022 12:55:00 PM,10/19/2022 12:00:00 AM,10/22/2022 03:00:00 PM,71,712,670
22762,128518,STAT,2022,SOA,Douglas - DFPA,DFPA South,22-732475-22,Lawson Wood,A,0.01,0.01,Human,,Recreation,Other - Recreationist Related,Unkown individual lit snag on fire,42.81528,-123.38278,POINT (-123.38278 42.81528),Industrial,32S,6W,2.0,SWSW,Glendale,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,02/04/2022 08:00:00 PM,02/07/2022 01:51:00 PM,02/07/2022 01:35:00 PM,02/10/2022 05:00:00 PM,02/14/2022 12:00:00 AM,03/03/2022 09:19:00 AM,73,732,475
22763,130754,STAT,2022,SOA,Southwest Oregon,Medford,22-711169-23,PP#012001 John Day Dr,A,0.01,0.01,Human,Public Utility,Equipment Use,"Powerlines - Power pole malfunction (transformer, fuse, etc.",malfunctioned power line,42.46317,-123.00617,POINT (-123.00617 42.46317),Rural Residential,36S,3W,1.0,SESW,3.18 miles Northeast of Gold H,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,08/03/2022 12:10:00 PM,08/03/2022 12:40:00 PM,08/03/2022 12:40:00 PM,08/06/2022 07:00:00 PM,08/04/2022 12:00:00 AM,08/08/2022 12:31:00 PM,71,711,169
22764,131099,STAT,2022,EOA,Walker Range - WRFPA,Crescent,22-991213-23,CB9,A,,0.1,Lightning,,Lightning,,,43.4745,-121.61389,POINT (-121.61389 43.4745),State,24S,9E,23.0,NWSE,Crescent Butte,Klamath,WC2,,,,08/09/2022 12:41:00 PM,,,08/13/2022 12:00:00 AM,08/13/2022 01:29:00 PM,99,991,213
22765,129175,STAT,2022,SOA,Southwest Oregon,Grants Pass,22-712063-23,Grayback Crk,A,0.01,0.01,Human,Recreationist,Recreation,Rubbish Disposal,Burning Trash Pile,42.13264,-123.36,POINT (-123.36 42.13264),Industrial,39S,6W,36.0,NESW,14.95 miles East of Cave Junct,Josephine,SW3,Reg Use Closure,Lvl 1 Fire Season Only,07/13/2022 07:45:00 AM,07/13/2022 07:55:00 AM,07/13/2022 07:50:00 AM,07/23/2022 09:00:00 AM,07/13/2022 12:00:00 AM,07/14/2022 02:52:00 PM,71,712,063
22766,129170,STAT,2022,EOA,Northeast Oregon,La Grande,22-971003-23,Thief Valley,A,0.25,0.25,Lightning,Lightning,Lightning,Lightning,Lightning Strike,45.04056,-117.75667,POINT (-117.75667 45.04056),Other Private,6S,40E,13.0,NWSE,Thief Valley Reservoir,Union,NE3,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,07/12/2022 05:28:00 PM,07/12/2022 05:36:00 PM,07/12/2022 05:30:00 PM,07/16/2022 03:28:00 PM,07/12/2022 12:00:00 AM,07/19/2022 04:36:00 PM,97,971,003
22767,129083,STAT,2022,SOA,Western Lane,Veneta,22-781005-23,Siesta Lane,B,0.5,0.5,Human,Other-Landowner Related,Equipment Use,Landowner Electrical Service,Faulty electrical cord,44.01331,-123.21392,POINT (-123.21392 44.01331),Other Private,18S,4W,7.0,SWSE,6.88 miles SW of Eugene,Lane,WT1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,07/07/2022 02:29:00 PM,07/07/2022 02:29:00 PM,07/07/2022 02:29:00 PM,07/07/2022 04:19:00 PM,07/07/2022 12:00:00 AM,07/21/2022 11:02:00 AM,78,781,005
22768,126985,STAT,2021,EOA,Northeast Oregon,Wallowa,21-974016-22,Power,B,2.1,2.1,Lightning,Lightning,Lightning,Lightning,,45.35056,-116.80056,POINT (-116.80056 45.35056),Other Private,2S,48E,27.0,SWNE,,Wallowa,NE2,Reg Use Closure,Does Not Apply - Eastern OR,08/04/2021 11:45:00 AM,08/04/2021 11:45:00 AM,08/04/2021 11:45:00 AM,08/07/2021 10:58:00 AM,08/10/2021 12:00:00 AM,09/30/2021 09:35:00 AM,97,974,016
22769,132073,STAT,2022,NOA,West Oregon,Toledo,22-553045-23,Little Creek Fire,A,0.25,0.25,Human,Transient,Recreation,Campfire Not Extinguished,abandoned/escaped campfire from transient camp,44.66386,-123.03459,POINT (-123.03459 44.66386),Industrial,10S,11W,33.0,NWNE,,Lincoln,WO1,Reg Use Closure,Lvl 1 Fire Season Only,09/11/2022 12:00:00 PM,09/11/2022 06:00:00 PM,09/11/2022 06:00:00 PM,09/11/2022 09:00:00 PM,09/12/2022 12:00:00 AM,09/30/2022 09:33:00 AM,55,553,045
22770,128817,STAT,2022,SOA,Southwest Oregon,Medford,22-711388-22,Tolo 6620,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,Cause of fire was sparks from a passing vehicle,42.41587,-122.96358,POINT (-122.96358 42.41587),County,36S,2W,29.0,NWNE,3.66 miles Northwest of Centra,Jackson,SW1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/25/2022 09:30:00 AM,06/25/2022 09:30:00 AM,06/25/2022 09:30:00 AM,06/25/2022 09:39:00 AM,06/25/2022 12:00:00 AM,06/25/2022 12:33:00 PM,71,711,388
22771,131775,STAT,2022,NOA,Astoria,Astoria,22-521044-23,Little Beach,B,0.4,0.4,Human,Recreationist,Recreation,Campfire Not Extinguished,ABANDONED CAMPFIRE SPREAD TO SURROUNDING DRIFTWOOD,46.01518,-123.92431,POINT (-123.92431 46.01518),Municipal,6N,10W,9.0,NESE,0.89 miles Southwest of Gearha,Clatsop,NW1,Reg Use Closure,Lvl 1 Fire Season Only,08/31/2022 10:30:00 PM,09/01/2022 03:00:00 AM,08/31/2022 11:00:00 PM,09/01/2022 12:00:00 PM,09/03/2022 12:00:00 AM,09/03/2022 12:23:00 PM,52,521,044
22772,132280,STAT,2022,SOA,Western Lane,Veneta,22-781068-23,Spruce Path 3,A,0.01,0.01,Human,Transient,Recreation,"Campfire Left Unattended (camp site, cooking)",Cooking fire left unattended spread to wildland,43.97567,-124.09983,POINT (-124.09983 43.97567),Municipal,18S,12W,26.0,NWSW,.48 miles S of Florence,Lane,SL2,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,09/17/2022 11:13:00 AM,09/17/2022 11:13:00 AM,09/17/2022 11:13:00 AM,09/17/2022 11:51:00 AM,09/17/2022 12:00:00 AM,09/23/2022 12:20:00 PM,78,781,068
22773,131348,STAT,2022,EOA,Northeast Oregon,Wallowa,22-974015-23,Wade Gulch,B,8.0,8.0,Lightning,Lightning,Lightning,Lightning,Occurred right after active lightning cell passed over area,45.45944,-117.32167,POINT (-117.32167 45.45944),Industrial,1S,44E,21.0,SWSE,Wade Gulch,Wallowa,NE2,Reg Use Closure,Does Not Apply - Eastern OR,08/20/2022 05:00:00 PM,08/20/2022 05:54:00 PM,08/20/2022 05:50:00 PM,08/20/2022 08:56:00 PM,08/20/2022 12:00:00 AM,09/22/2022 02:16:00 PM,97,974,015
22774,133666,STAT,2022,EOA,Klamath-Lake,Klamath,22-981101-23,Pine Ridge 394,A,0.1,0.1,Human,Other-Landowner Related,Debris Burning,Other - Burning Related,Burn pile thought to be extinguished,42.575,-121.84389,POINT (-121.84389 42.575),Rural Residential,34S,7E,35.0,SWSE,1 mile East of Chiloquin,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,10/06/2022 10:00:00 AM,10/06/2022 10:51:00 AM,10/06/2022 10:30:00 AM,10/10/2022 03:11:00 PM,10/09/2022 12:00:00 AM,11/03/2022 08:40:00 AM,98,981,101
22775,133840,STAT,2022,SOA,Southwest Oregon,Medford,22-711456-23,Bunny Meadows,A,0.01,0.01,Human,Ruralist-Paying,Debris Burning,Inadequate clearing,Ruralist illegally burning in area not cleared of vegetation,42.26555,-123.034,POINT (-123.034 42.26555),Small Woodlands,38S,3W,15.0,SENE,4.77 miles Southwest of Jackso,Jackson,SW1,Reg Use Closure,Lvl 1 Fire Season Only,10/20/2022 12:30:00 PM,10/20/2022 12:35:00 PM,10/20/2022 12:35:00 PM,10/23/2022 02:00:00 PM,10/20/2022 12:00:00 AM,10/26/2022 02:24:00 PM,71,711,456
22776,128105,STAT,2021,EOA,Northeast Oregon,Wallowa,21-974048-22,Barrel,B,0.71,0.71,Human,Ruralist-Paying,Debris Burning,Burn Barrel,,45.45389,-117.42444,POINT (-117.42444 45.45389),Rural Residential,1S,43E,27.0,NENW,,Wallowa,NE2,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,09/23/2021 02:30:00 PM,09/23/2021 02:39:00 PM,09/23/2021 02:37:00 PM,09/23/2021 04:01:00 PM,09/23/2021 12:00:00 AM,11/03/2021 11:24:00 AM,97,974,048
22777,123686,STAT,2021,EOA,Walker Range - WRFPA,Crescent,21-991246-21,Airport Road,B,2.45,2.45,Human,Other-Public,Miscellaneous,Other - Miscellaneous Related,Agency slash burning rekindle from a later wind event,43.46169,-121.70928,POINT (-121.70928 43.46169),Small Woodlands,24S,8E,25.0,SWSE,Crescent,Klamath,WC2,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,04/23/2021 08:30:00 AM,05/06/2021 12:00:00 PM,05/06/2021 11:50:00 AM,05/06/2021 06:38:00 PM,05/19/2021 12:00:00 AM,10/02/2021 04:31:00 PM,99,991,246
22778,130888,STAT,2022,NOA,North Cascade,Molalla,22-581013-23,Salmon Creek,A,0.03,0.03,Human,Recreationist,Recreation,Other - Recreationist Related,This was a transient or recreationist camp.,45.34022,-121.95092,POINT (-121.95092 45.34022),Small Woodlands,3S,7E,4.0,SWNE,Hoodland County Park,Clackamas,CM1,Reg Use Closure,Lvl 2 Limited Shutdown,08/06/2022 06:30:00 AM,08/06/2022 08:30:00 AM,08/06/2022 06:30:00 AM,08/06/2022 07:30:00 PM,08/08/2022 12:00:00 AM,08/08/2022 04:26:00 PM,58,581,013
22779,132324,STAT,2022,EOA,Central Oregon,John Day,22-952060-23,12 MILE-291,B,1.0,1.0,Human,Other-Landowner Related,Miscellaneous,Burning Building,House fire that moved to wildland fuels,44.90611,-119.09056,POINT (-119.09056 44.90611),Other Private,8S,30E,3.0,SWNE,13.3 MILES NORTH  OF LONG CREE,Grant,EC2,Reg Use Closure,Does Not Apply - Eastern OR,09/21/2022 02:00:00 PM,09/21/2022 02:18:00 PM,09/21/2022 02:05:00 PM,09/22/2022 01:58:00 PM,09/21/2022 12:00:00 AM,10/22/2022 10:27:00 AM,95,952,060
